QuizTitle,QuestionText,EditorialDifficulty,Source
Queen Quiz: Studio and Stage Details,Which Queen album was their first to be recorded outside the UK?,hard,https://www.queenonline.com/news/jazz46-years-on
Queen Quiz: Studio and Stage Details,Which DJ championed Queen's first BBC session in February 1973?,hard,https://www.queenonline.com/news/queen-i-queen-remixed-remastered-and-expanded-out-now
Queen Quiz: Studio and Stage Details,Where was the 'We Will Rock You' promo filmed?,hard,https://www.queenonline.com/news/news-of-the-world47-years-on
Queen Quiz: Studio and Stage Details,Which brothers owned the studio company that funded Queen's debut sessions?,very hard,https://www.queenonline.com/news/queen-i-queen-remixed-remastered-and-expanded-out-now
Queen Quiz: Studio and Stage Details,Which Queen album includes the Freddie Mercury and John Deacon track 'Cool Cat'?,hard,https://www.queenonline.com/news/today-cool-cat-released-as-7-single-for-record-store-day
Queen Quiz: Studio and Stage Details,Who co-produced Sheer Heart Attack with Queen?,hard,https://www.queenonline.com/news/sheer-heart-attack50-years-on
Queen Quiz: Studio and Stage Details,Which Queen member wrote 'You and I' for A Day at the Races?,hard,https://www.queenonline.com/news/a-day-at-the-races-47-years-on
Queen Quiz: Studio and Stage Details,Who wrote the incidental orchestral score for Highlander?,hard,https://www.queenonline.com/news/a-kind-of-magic-38-years-on
Queen Quiz: Studio and Stage Details,Which UK chart position did Sheer Heart Attack reach on original release?,very hard,https://www.queenonline.com/news/sheer-heart-attack50-years-on
Queen Quiz: Studio and Stage Details,Which Queen II song follows 'The Fairy Feller's Master-Stroke' on the official track list?,very hard,https://store-us.queenonline.com/products/queen-ii-2cd-deluxe-edition
Queen Quiz: Studio and Stage Details,Which Hot Space track was produced by Queen and David Bowie?,hard,https://www.queenonline.com/news/hot-space-42-years-on
Queen Quiz: Studio and Stage Details,What was the name of Queen's debut album's closing instrumental fragment?,very hard,https://www.queenonline.com/news/queen-i-queen-remixed-remastered-and-expanded-out-now
Queen Quiz: Studio and Stage Details,In which French city did Queen finish recording Jazz at Super Bear Studios?,hard,https://www.queenonline.com/news/jazz46-years-on
Queen Quiz: Studio and Stage Details,Which funk group influenced John Deacon's bass approach on 'Another One Bites the Dust'?,hard,https://www.queenonline.com/news/the-game-44-years-on
Queen Quiz: Studio and Stage Details,Which member's first Queen composition appears on Sheer Heart Attack?,hard,https://www.queenonline.com/news/sheer-heart-attack50-years-on
Queen Quiz: Studio and Stage Details,At which two studios did Queen record News of the World?,hard,https://www.queenonline.com/news/news-of-the-world47-years-on
Queen Quiz: Studio and Stage Details,Which Queen album became their first US number-one LP?,hard,https://www.queenonline.com/news/the-game-44-years-on
Queen Quiz: Studio and Stage Details,Which band member wrote the unfinished title song that later appeared on News of the World?,hard,https://www.queenonline.com/news/sheer-heart-attack50-years-on
Queen Quiz: Studio and Stage Details,Which studio engineer worked on the self-produced A Day at the Races?,hard,https://www.queenonline.com/news/a-day-at-the-races-47-years-on
Queen Quiz: Studio and Stage Details,Which producer first collaborated with Queen on The Game?,hard,https://www.queenonline.com/news/the-game-44-years-on
Queen Quiz: Studio and Stage Details,Which Queen II track opens the original album?,hard,https://store-us.queenonline.com/products/queen-ii-2cd-deluxe-edition
