QuizTitle,QuizDescription,QuestionText,Category,Difficulty,Points,OptionText,IsCorrect
Queen Quiz: Hard (Part 2),,Which 1927 silent film supplied footage for the 'Radio Ga Ga' video?,Film,hard,3,Nosferatu,false
Queen Quiz: Hard (Part 2),,Which 1927 silent film supplied footage for the 'Radio Ga Ga' video?,,,,Metropolis,true
Queen Quiz: Hard (Part 2),,Which 1927 silent film supplied footage for the 'Radio Ga Ga' video?,,,,The General,false
Queen Quiz: Hard (Part 2),,Which 1927 silent film supplied footage for the 'Radio Ga Ga' video?,,,,The Cabinet of Dr. Caligari,false
Queen Quiz: Hard (Part 2),,What was Brian May's pre-Smile band called?,Early history,hard,3,1984,true
Queen Quiz: Hard (Part 2),,What was Brian May's pre-Smile band called?,,,,Ibex,false
Queen Quiz: Hard (Part 2),,What was Brian May's pre-Smile band called?,,,,The Opposition,false
Queen Quiz: Hard (Part 2),,What was Brian May's pre-Smile band called?,,,,The Hectics,false
Queen Quiz: Hard (Part 2),,Which Queen member was born in King's Lynn?,Early history,hard,3,John Deacon,false
Queen Quiz: Hard (Part 2),,Which Queen member was born in King's Lynn?,,,,Brian May,false
Queen Quiz: Hard (Part 2),,Which Queen member was born in King's Lynn?,,,,Tim Staffell,false
Queen Quiz: Hard (Part 2),,Which Queen member was born in King's Lynn?,,,,Roger Taylor,true
Queen Quiz: Hard (Part 2),,What instrument did Brian May build with his father?,Equipment,hard,3,Deacy Amp,false
Queen Quiz: Hard (Part 2),,What instrument did Brian May build with his father?,,,,Red Special guitar,true
Queen Quiz: Hard (Part 2),,What instrument did Brian May build with his father?,,,,Bass drum,false
Queen Quiz: Hard (Part 2),,What instrument did Brian May build with his father?,,,,Electric piano,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Mustapha'?,Albums,hard,3,Jazz,true
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Mustapha'?,,,,The Game,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Mustapha'?,,,,News of the World,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Mustapha'?,,,,Flash Gordon,false
Queen Quiz: Hard (Part 2),,What nickname is given to John Deacon's small custom amplifier?,Equipment,hard,3,Deacy Amp,true
Queen Quiz: Hard (Part 2),,What nickname is given to John Deacon's small custom amplifier?,,,,Red Special,false
Queen Quiz: Hard (Part 2),,What nickname is given to John Deacon's small custom amplifier?,,,,Treble Booster,false
Queen Quiz: Hard (Part 2),,What nickname is given to John Deacon's small custom amplifier?,,,,Vox AC30,false
Queen Quiz: Hard (Part 2),,Which Queen touring keyboardist first approached them about Live Aid?,Concerts,hard,3,Spike Edney,true
Queen Quiz: Hard (Part 2),,Which Queen touring keyboardist first approached them about Live Aid?,,,,Roy Thomas Baker,false
Queen Quiz: Hard (Part 2),,Which Queen touring keyboardist first approached them about Live Aid?,,,,David Bowie,false
Queen Quiz: Hard (Part 2),,Which Queen touring keyboardist first approached them about Live Aid?,,,,Jim Beach,false
Queen Quiz: Hard (Part 2),,Which Welsh studio was among the locations used for A Night at the Opera?,Recording,hard,3,Rockfield Studios,true
Queen Quiz: Hard (Part 2),,Which Welsh studio was among the locations used for A Night at the Opera?,,,,Trident Studios,false
Queen Quiz: Hard (Part 2),,Which Welsh studio was among the locations used for A Night at the Opera?,,,,Olympic Studios,false
Queen Quiz: Hard (Part 2),,Which Welsh studio was among the locations used for A Night at the Opera?,,,,Sarm West Studios,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Tenement Funster'?,Albums,hard,3,A Night at the Opera,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Tenement Funster'?,,,,Queen II,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Tenement Funster'?,,,,A Day at the Races,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Tenement Funster'?,,,,Sheer Heart Attack,true
Queen Quiz: Hard (Part 2),,Which Queen album contains 'I'm in Love with My Car'?,Albums,hard,3,A Day at the Races,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'I'm in Love with My Car'?,,,,Sheer Heart Attack,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'I'm in Love with My Car'?,,,,News of the World,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'I'm in Love with My Car'?,,,,A Night at the Opera,true
Queen Quiz: Hard (Part 2),,Which Queen album contains ''39'?,Albums,hard,3,A Night at the Opera,true
Queen Quiz: Hard (Part 2),,Which Queen album contains ''39'?,,,,A Day at the Races,false
Queen Quiz: Hard (Part 2),,Which Queen album contains ''39'?,,,,Sheer Heart Attack,false
Queen Quiz: Hard (Part 2),,Which Queen album contains ''39'?,,,,News of the World,false
Queen Quiz: Hard (Part 2),,Who directed the silent film whose footage appears in the 'Radio Ga Ga' video?,Film,hard,3,F. W. Murnau,false
Queen Quiz: Hard (Part 2),,Who directed the silent film whose footage appears in the 'Radio Ga Ga' video?,,,,Charlie Chaplin,false
Queen Quiz: Hard (Part 2),,Who directed the silent film whose footage appears in the 'Radio Ga Ga' video?,,,,Fritz Lang,true
Queen Quiz: Hard (Part 2),,Who directed the silent film whose footage appears in the 'Radio Ga Ga' video?,,,,Sergei Eisenstein,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Death on Two Legs'?,Albums,hard,3,A Day at the Races,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Death on Two Legs'?,,,,Sheer Heart Attack,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Death on Two Legs'?,,,,A Night at the Opera,true
Queen Quiz: Hard (Part 2),,Which Queen album contains 'Death on Two Legs'?,,,,News of the World,false
Queen Quiz: Hard (Part 2),,Who sang with Freddie Mercury on the album Barcelona?,Collaborations,hard,3,Annie Lennox,false
Queen Quiz: Hard (Part 2),,Who sang with Freddie Mercury on the album Barcelona?,,,,Montserrat Caballé,true
Queen Quiz: Hard (Part 2),,Who sang with Freddie Mercury on the album Barcelona?,,,,Kate Bush,false
Queen Quiz: Hard (Part 2),,Who sang with Freddie Mercury on the album Barcelona?,,,,Tina Turner,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'My Fairy King'?,Albums,hard,3,Queen II,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'My Fairy King'?,,,,Queen,true
Queen Quiz: Hard (Part 2),,Which Queen album contains 'My Fairy King'?,,,,Made in Heaven,false
Queen Quiz: Hard (Part 2),,Which Queen album contains 'My Fairy King'?,,,,Sheer Heart Attack,false
Queen Quiz: Very Hard (Part 1),Very Hard Queen questions drawn from supplied books and official sources.,Which future Queen member was in the Liverpool group Ibex?,Early Queen,hard,4,Brian May,false
Queen Quiz: Very Hard (Part 1),,Which future Queen member was in the Liverpool group Ibex?,,,,Paul Rodgers,false
Queen Quiz: Very Hard (Part 1),,Which future Queen member was in the Liverpool group Ibex?,,,,Freddie Mercury,true
Queen Quiz: Very Hard (Part 1),,Which future Queen member was in the Liverpool group Ibex?,,,,Roger Taylor,false
Queen Quiz: Very Hard (Part 1),,In which month of 1969 did John Deacon play his final concert with The Art?,Origins,hard,4,April,false
Queen Quiz: Very Hard (Part 1),,In which month of 1969 did John Deacon play his final concert with The Art?,,,,June,false
Queen Quiz: Very Hard (Part 1),,In which month of 1969 did John Deacon play his final concert with The Art?,,,,October,false
Queen Quiz: Very Hard (Part 1),,In which month of 1969 did John Deacon play his final concert with The Art?,,,,August,true
Queen Quiz: Very Hard (Part 1),,Which REO Speedwagon drummer joined Brian May and Eddie Van Halen on the Star Fleet Project?,Collaborations,hard,4,Neal Smith,false
Queen Quiz: Very Hard (Part 1),,Which REO Speedwagon drummer joined Brian May and Eddie Van Halen on the Star Fleet Project?,,,,Roger Taylor,false
Queen Quiz: Very Hard (Part 1),,Which REO Speedwagon drummer joined Brian May and Eddie Van Halen on the Star Fleet Project?,,,,Alan Gratzer,true
Queen Quiz: Very Hard (Part 1),,Which REO Speedwagon drummer joined Brian May and Eddie Van Halen on the Star Fleet Project?,,,,Simon Phillips,false
Queen Quiz: Very Hard (Part 1),,What name did The Opposition briefly adopt after returning to their original name?,Origins,hard,4,The Cross,false
Queen Quiz: Very Hard (Part 1),,What name did The Opposition briefly adopt after returning to their original name?,,,,Smile,false
Queen Quiz: Very Hard (Part 1),,What name did The Opposition briefly adopt after returning to their original name?,,,,The Art,true
Queen Quiz: Very Hard (Part 1),,What name did The Opposition briefly adopt after returning to their original name?,,,,The Hectics,false
Queen Quiz: Very Hard (Part 1),,Which Deep Purple performance did John Deacon and his friends see at the Royal Albert Hall?,Origins,hard,4,Made in Japan,false
Queen Quiz: Very Hard (Part 1),,Which Deep Purple performance did John Deacon and his friends see at the Royal Albert Hall?,,,,Concerto for Group and Orchestra,true
Queen Quiz: Very Hard (Part 1),,Which Deep Purple performance did John Deacon and his friends see at the Royal Albert Hall?,,,,The Butterfly Ball,false
Queen Quiz: Very Hard (Part 1),,Which Deep Purple performance did John Deacon and his friends see at the Royal Albert Hall?,,,,Rock Meets Classic,false
Queen Quiz: Very Hard (Part 1),,Who was replaced on bass in The Opposition when John Deacon switched instruments?,Origins,hard,4,Nigel Bullen,false
Queen Quiz: Very Hard (Part 1),,Who was replaced on bass in The Opposition when John Deacon switched instruments?,,,,Richard Young,false
Queen Quiz: Very Hard (Part 1),,Who was replaced on bass in The Opposition when John Deacon switched instruments?,,,,Clive Castledine,true
Queen Quiz: Very Hard (Part 1),,Who was replaced on bass in The Opposition when John Deacon switched instruments?,,,,Peter Bartholomew,false
Queen Quiz: Very Hard (Part 1),,Which film producer negotiated use of Metropolis footage in exchange for a Queen song?,Videos,hard,4,Dino De Laurentiis,false
Queen Quiz: Very Hard (Part 1),,Which film producer negotiated use of Metropolis footage in exchange for a Queen song?,,,,David Puttnam,false
Queen Quiz: Very Hard (Part 1),,Which film producer negotiated use of Metropolis footage in exchange for a Queen song?,,,,Graham King,false
Queen Quiz: Very Hard (Part 1),,Which film producer negotiated use of Metropolis footage in exchange for a Queen song?,,,,Giorgio Moroder,true
Queen Quiz: Very Hard (Part 1),,Which Sex Pistols member reportedly exchanged barbs with Freddie Mercury at a recording studio?,Band history,hard,4,Johnny Rotten,false
Queen Quiz: Very Hard (Part 1),,Which Sex Pistols member reportedly exchanged barbs with Freddie Mercury at a recording studio?,,,,Sid Vicious,true
Queen Quiz: Very Hard (Part 1),,Which Sex Pistols member reportedly exchanged barbs with Freddie Mercury at a recording studio?,,,,Steve Jones,false
Queen Quiz: Very Hard (Part 1),,Which Sex Pistols member reportedly exchanged barbs with Freddie Mercury at a recording studio?,,,,Paul Cook,false
Queen Quiz: Very Hard (Part 1),,Which Milton Keynes venue hosted a relocated Queen concert in 1982?,Live,hard,4,National Bowl Arena,false
Queen Quiz: Very Hard (Part 1),,Which Milton Keynes venue hosted a relocated Queen concert in 1982?,,,,Milton Keynes Bowl,true
Queen Quiz: Very Hard (Part 1),,Which Milton Keynes venue hosted a relocated Queen concert in 1982?,,,,Wembley Arena,false
Queen Quiz: Very Hard (Part 1),,Which Milton Keynes venue hosted a relocated Queen concert in 1982?,,,,Roundhouse,false
Queen Quiz: Very Hard (Part 1),,Which Queen member's early band was also called The New Opposition for a time?,Origins,hard,4,Tim Staffell,false
Queen Quiz: Very Hard (Part 1),,Which Queen member's early band was also called The New Opposition for a time?,,,,Roger Taylor,false
Queen Quiz: Very Hard (Part 1),,Which Queen member's early band was also called The New Opposition for a time?,,,,John Deacon,true
Queen Quiz: Very Hard (Part 1),,Which Queen member's early band was also called The New Opposition for a time?,,,,David Bowie,false
Queen Quiz: Very Hard (Part 1),,How many purple-vinyl 'Bohemian Rhapsody' singles did EMI press in 1978 for its Queen's Award to Industry?,Records,hard,4,300,true
Queen Quiz: Very Hard (Part 1),,How many purple-vinyl 'Bohemian Rhapsody' singles did EMI press in 1978 for its Queen's Award to Industry?,,,,30,false
Queen Quiz: Very Hard (Part 1),,How many purple-vinyl 'Bohemian Rhapsody' singles did EMI press in 1978 for its Queen's Award to Industry?,,,,"3,000",false
Queen Quiz: Very Hard (Part 1),,How many purple-vinyl 'Bohemian Rhapsody' singles did EMI press in 1978 for its Queen's Award to Industry?,,,,"1,000",false
Queen Quiz: Very Hard (Part 1),,Which future Queen member had a band called 1984?,Early Queen,hard,4,Roger Taylor,false
Queen Quiz: Very Hard (Part 1),,Which future Queen member had a band called 1984?,,,,Brian May,true
Queen Quiz: Very Hard (Part 1),,Which future Queen member had a band called 1984?,,,,Freddie Mercury,false
Queen Quiz: Very Hard (Part 1),,Which future Queen member had a band called 1984?,,,,John Deacon,false
Queen Quiz: Very Hard (Part 1),,What field of astronomy did Brian May research at Imperial College?,Origins,hard,4,Infrared astronomy,true
Queen Quiz: Very Hard (Part 1),,What field of astronomy did Brian May research at Imperial College?,,,,Radio astronomy,false
Queen Quiz: Very Hard (Part 1),,What field of astronomy did Brian May research at Imperial College?,,,,Planetary geology,false
Queen Quiz: Very Hard (Part 1),,What field of astronomy did Brian May research at Imperial College?,,,,Optical cosmology,false
Queen Quiz: Very Hard (Part 1),,Which photographer created the cover image for Queen II?,Artwork,hard,4,Richard Avedon,false
Queen Quiz: Very Hard (Part 1),,Which photographer created the cover image for Queen II?,,,,David Bailey,false
Queen Quiz: Very Hard (Part 1),,Which photographer created the cover image for Queen II?,,,,Mick Rock,true
Queen Quiz: Very Hard (Part 1),,Which photographer created the cover image for Queen II?,,,,Anton Corbijn,false
Queen Quiz: Very Hard (Part 1),,Which school did Brian May attend as a teenager?,Origins,hard,4,Beauchamp Grammar School,false
Queen Quiz: Very Hard (Part 1),,Which school did Brian May attend as a teenager?,,,,Truro School,false
Queen Quiz: Very Hard (Part 1),,Which school did Brian May attend as a teenager?,,,,Hampton Grammar School,true
Queen Quiz: Very Hard (Part 1),,Which school did Brian May attend as a teenager?,,,,St Peter's School,false
Queen Quiz: Very Hard (Part 1),,"Before switching to bass in The Opposition, which instrument did John Deacon play?",Origins,hard,4,Drums,false
Queen Quiz: Very Hard (Part 1),,"Before switching to bass in The Opposition, which instrument did John Deacon play?",,,,Organ,false
Queen Quiz: Very Hard (Part 1),,"Before switching to bass in The Opposition, which instrument did John Deacon play?",,,,Guitar,true
Queen Quiz: Very Hard (Part 1),,"Before switching to bass in The Opposition, which instrument did John Deacon play?",,,,Saxophone,false
Queen Quiz: Very Hard (Part 1),,Which David Bowie performance at the 1992 Freddie Mercury Tribute Concert reunited Spiders from Mars and Mott the Hoople players?,Live,hard,4,Heroes,false
Queen Quiz: Very Hard (Part 1),,Which David Bowie performance at the 1992 Freddie Mercury Tribute Concert reunited Spiders from Mars and Mott the Hoople players?,,,,Under Pressure,false
Queen Quiz: Very Hard (Part 1),,Which David Bowie performance at the 1992 Freddie Mercury Tribute Concert reunited Spiders from Mars and Mott the Hoople players?,,,,Ziggy Stardust,false
Queen Quiz: Very Hard (Part 1),,Which David Bowie performance at the 1992 Freddie Mercury Tribute Concert reunited Spiders from Mars and Mott the Hoople players?,,,,All the Young Dudes,true
Queen Quiz: Very Hard (Part 1),,Who designed Queen's crest using the members' zodiac signs?,Early Queen,hard,4,Brian May,false
Queen Quiz: Very Hard (Part 1),,Who designed Queen's crest using the members' zodiac signs?,,,,Paul Rodgers,false
Queen Quiz: Very Hard (Part 1),,Who designed Queen's crest using the members' zodiac signs?,,,,Roger Taylor,false
Queen Quiz: Very Hard (Part 1),,Who designed Queen's crest using the members' zodiac signs?,,,,Freddie Mercury,true
Queen Quiz: Very Hard (Part 1),,What was recycled for springs in the Red Special's tremolo unit?,Equipment,hard,4,An old motorbike,true
Queen Quiz: Very Hard (Part 1),,What was recycled for springs in the Red Special's tremolo unit?,,,,A grandfather clock,false
Queen Quiz: Very Hard (Part 1),,What was recycled for springs in the Red Special's tremolo unit?,,,,A bicycle,false
Queen Quiz: Very Hard (Part 1),,What was recycled for springs in the Red Special's tremolo unit?,,,,A bed frame,false
Queen Quiz: Very Hard (Part 1),,Who played drums in John Deacon's early band The Opposition?,Origins,hard,4,Nigel Bullen,true
Queen Quiz: Very Hard (Part 1),,Who played drums in John Deacon's early band The Opposition?,,,,Richard Young,false
Queen Quiz: Very Hard (Part 1),,Who played drums in John Deacon's early band The Opposition?,,,,Peter Bartholomew,false
Queen Quiz: Very Hard (Part 1),,Who played drums in John Deacon's early band The Opposition?,,,,John Savage,false
Queen Quiz: Very Hard (Part 1),,Which former Opposition member kept a diary of the band's early gigs?,Origins,hard,4,Nigel Bullen,false
Queen Quiz: Very Hard (Part 1),,Which former Opposition member kept a diary of the band's early gigs?,,,,Clive Castledine,false
Queen Quiz: Very Hard (Part 1),,Which former Opposition member kept a diary of the band's early gigs?,,,,John Savage,false
Queen Quiz: Very Hard (Part 1),,Which former Opposition member kept a diary of the band's early gigs?,,,,Richard Young,true
Queen Quiz: Very Hard (Part 1),,Which Queen touring keyboardist also played trombone with the Boomtown Rats?,Live,hard,4,Roy Thomas Baker,false
Queen Quiz: Very Hard (Part 1),,Which Queen touring keyboardist also played trombone with the Boomtown Rats?,,,,David Bowie,false
Queen Quiz: Very Hard (Part 1),,Which Queen touring keyboardist also played trombone with the Boomtown Rats?,,,,Spike Edney,true
Queen Quiz: Very Hard (Part 1),,Which Queen touring keyboardist also played trombone with the Boomtown Rats?,,,,Jim Beach,false
Queen Quiz: Very Hard (Part 1),,At which college did John Deacon audition for Queen?,Early Queen,hard,4,Chelsea College,false
Queen Quiz: Very Hard (Part 1),,At which college did John Deacon audition for Queen?,,,,Imperial College,true
Queen Quiz: Very Hard (Part 1),,At which college did John Deacon audition for Queen?,,,,Ealing College of Art,false
Queen Quiz: Very Hard (Part 1),,At which college did John Deacon audition for Queen?,,,,Trinity College,false
Queen Quiz: Very Hard (Part 1),,Which Queen song did John Deacon begin learning at his audition?,Early Queen,hard,4,Son and Daughter,true
Queen Quiz: Very Hard (Part 1),,Which Queen song did John Deacon begin learning at his audition?,,,,Keep Yourself Alive,false
Queen Quiz: Very Hard (Part 1),,Which Queen song did John Deacon begin learning at his audition?,,,,Liar,false
Queen Quiz: Very Hard (Part 1),,Which Queen song did John Deacon begin learning at his audition?,,,,Seven Seas of Rhye,false
Queen Quiz: Very Hard (Part 1),,Which Leeds football stadium hosted a relocated Queen concert during the 1982 tour?,Live,hard,4,Elland Road,true
Queen Quiz: Very Hard (Part 1),,Which Leeds football stadium hosted a relocated Queen concert during the 1982 tour?,,,,Hillsborough,false
Queen Quiz: Very Hard (Part 1),,Which Leeds football stadium hosted a relocated Queen concert during the 1982 tour?,,,,Villa Park,false
Queen Quiz: Very Hard (Part 1),,Which Leeds football stadium hosted a relocated Queen concert during the 1982 tour?,,,,St James' Park,false
Queen Quiz: Very Hard (Part 2),Very Hard Queen questions drawn from supplied books and official sources.,Which course took John Deacon from Leicester to Chelsea College?,Origins,hard,4,Electronics,true
Queen Quiz: Very Hard (Part 2),,Which course took John Deacon from Leicester to Chelsea College?,,,,Fine art,false
Queen Quiz: Very Hard (Part 2),,Which course took John Deacon from Leicester to Chelsea College?,,,,Biology,false
Queen Quiz: Very Hard (Part 2),,Which course took John Deacon from Leicester to Chelsea College?,,,,Mechanical engineering,false
Queen Quiz: Very Hard (Part 2),,Which Queen video reused the head-and-shoulders arrangement from the 'Bohemian Rhapsody' clip?,Videos,hard,4,Friends Will Be Friends,false
Queen Quiz: Very Hard (Part 2),,Which Queen video reused the head-and-shoulders arrangement from the 'Bohemian Rhapsody' clip?,,,,One Vision,true
Queen Quiz: Very Hard (Part 2),,Which Queen video reused the head-and-shoulders arrangement from the 'Bohemian Rhapsody' clip?,,,,Breakthru,false
Queen Quiz: Very Hard (Part 2),,Which Queen video reused the head-and-shoulders arrangement from the 'Bohemian Rhapsody' clip?,,,,The Great Pretender,false
Queen Quiz: Very Hard (Part 2),,Which Queen member made the 1983 Star Fleet Project record?,Collaborations,hard,4,Brian May,true
Queen Quiz: Very Hard (Part 2),,Which Queen member made the 1983 Star Fleet Project record?,,,,Roger Taylor,false
Queen Quiz: Very Hard (Part 2),,Which Queen member made the 1983 Star Fleet Project record?,,,,Freddie Mercury,false
Queen Quiz: Very Hard (Part 2),,Which Queen member made the 1983 Star Fleet Project record?,,,,John Deacon,false
Queen Quiz: Very Hard (Part 2),,What colour was EMI's 1978 commemorative pressing of 'Bohemian Rhapsody'?,Records,hard,4,Gold,false
Queen Quiz: Very Hard (Part 2),,What colour was EMI's 1978 commemorative pressing of 'Bohemian Rhapsody'?,,,,Royal purple,true
Queen Quiz: Very Hard (Part 2),,What colour was EMI's 1978 commemorative pressing of 'Bohemian Rhapsody'?,,,,Silver,false
Queen Quiz: Very Hard (Part 2),,What colour was EMI's 1978 commemorative pressing of 'Bohemian Rhapsody'?,,,,Royal blue,false
Queen Quiz: Very Hard (Part 2),,What was the title of Smile's single backed with 'Step on Me'?,Early Queen,hard,4,Earth,true
Queen Quiz: Very Hard (Part 2),,What was the title of Smile's single backed with 'Step on Me'?,,,,Doing All Right,false
Queen Quiz: Very Hard (Part 2),,What was the title of Smile's single backed with 'Step on Me'?,,,,April Lady,false
Queen Quiz: Very Hard (Part 2),,What was the title of Smile's single backed with 'Step on Me'?,,,,Polar Bear,false
Queen Quiz: Very Hard (Part 2),,Who wrote Smile's song 'Earth'?,Early Queen,hard,4,David Bowie,false
Queen Quiz: Very Hard (Part 2),,Who wrote Smile's song 'Earth'?,,,,John Deacon,false
Queen Quiz: Very Hard (Part 2),,Who wrote Smile's song 'Earth'?,,,,Spike Edney,false
Queen Quiz: Very Hard (Part 2),,Who wrote Smile's song 'Earth'?,,,,Tim Staffell,true
Queen Quiz: Very Hard (Part 2),,Which producer approached Queen to score Flash Gordon?,Film,hard,4,Dino De Laurentiis,true
Queen Quiz: Very Hard (Part 2),,Which producer approached Queen to score Flash Gordon?,,,,Giorgio Moroder,false
Queen Quiz: Very Hard (Part 2),,Which producer approached Queen to score Flash Gordon?,,,,George Lucas,false
Queen Quiz: Very Hard (Part 2),,Which producer approached Queen to score Flash Gordon?,,,,Michael Kamen,false
Queen Quiz: Very Hard (Part 2),,What kind of guitar did Brian May receive for his seventh birthday?,Origins,hard,4,A Fender Stratocaster,false
Queen Quiz: Very Hard (Part 2),,What kind of guitar did Brian May receive for his seventh birthday?,,,,A Gibson Les Paul,false
Queen Quiz: Very Hard (Part 2),,What kind of guitar did Brian May receive for his seventh birthday?,,,,A small Spanish acoustic,true
Queen Quiz: Very Hard (Part 2),,What kind of guitar did Brian May receive for his seventh birthday?,,,,A steel guitar,false
Queen Quiz: Very Hard (Part 2),,Which band did Queen support at Leeds Town Hall on 12 November 1973?,Origins,hard,4,Status Quo,false
Queen Quiz: Very Hard (Part 2),,Which band did Queen support at Leeds Town Hall on 12 November 1973?,,,,Mott the Hoople,true
Queen Quiz: Very Hard (Part 2),,Which band did Queen support at Leeds Town Hall on 12 November 1973?,,,,T. Rex,false
Queen Quiz: Very Hard (Part 2),,Which band did Queen support at Leeds Town Hall on 12 November 1973?,,,,Uriah Heep,false
Queen Quiz: Very Hard (Part 2),,What subject did Brian May study at Imperial College?,Origins,hard,4,Dentistry,false
Queen Quiz: Very Hard (Part 2),,What subject did Brian May study at Imperial College?,,,,Graphic design,false
Queen Quiz: Very Hard (Part 2),,What subject did Brian May study at Imperial College?,,,,Electronics engineering,false
Queen Quiz: Very Hard (Part 2),,What subject did Brian May study at Imperial College?,,,,Physics,true
Queen Quiz: Very Hard (Part 2),,Which instrument did John Deacon bring to his Queen audition alongside a custom amplifier?,Equipment,hard,4,Electric piano,false
Queen Quiz: Very Hard (Part 2),,Which instrument did John Deacon bring to his Queen audition alongside a custom amplifier?,,,,Drum kit,false
Queen Quiz: Very Hard (Part 2),,Which instrument did John Deacon bring to his Queen audition alongside a custom amplifier?,,,,Saxophone,false
Queen Quiz: Very Hard (Part 2),,Which instrument did John Deacon bring to his Queen audition alongside a custom amplifier?,,,,Bass guitar,true
Queen Quiz: Very Hard (Part 2),,Which record company released Smile's single 'Earth'?,Early Queen,hard,4,EMI,false
Queen Quiz: Very Hard (Part 2),,Which record company released Smile's single 'Earth'?,,,,Elektra,false
Queen Quiz: Very Hard (Part 2),,Which record company released Smile's single 'Earth'?,,,,Mercury Records,true
Queen Quiz: Very Hard (Part 2),,Which record company released Smile's single 'Earth'?,,,,Island Records,false
Queen Quiz: Very Hard (Part 2),,What was the approximate material cost of Brian May's Red Special?,Equipment,hard,4,£80,false
Queen Quiz: Very Hard (Part 2),,What was the approximate material cost of Brian May's Red Special?,,,,£800,false
Queen Quiz: Very Hard (Part 2),,What was the approximate material cost of Brian May's Red Special?,,,,£18,false
Queen Quiz: Very Hard (Part 2),,What was the approximate material cost of Brian May's Red Special?,,,,£8,true
Queen Quiz: Very Hard (Part 2),,What was the title of Brian May's 1983 mini-album with Eddie Van Halen?,Collaborations,hard,4,Back to the Light,false
Queen Quiz: Very Hard (Part 2),,What was the title of Brian May's 1983 mini-album with Eddie Van Halen?,,,,Another World,false
Queen Quiz: Very Hard (Part 2),,What was the title of Brian May's 1983 mini-album with Eddie Van Halen?,,,,The Cosmos Rocks,false
Queen Quiz: Very Hard (Part 2),,What was the title of Brian May's 1983 mini-album with Eddie Van Halen?,,,,Star Fleet Project,true
Queen Quiz: Very Hard (Part 2),,What was Roger Taylor's original university subject before biology?,Origins,hard,4,Physics,false
Queen Quiz: Very Hard (Part 2),,What was Roger Taylor's original university subject before biology?,,,,Dentistry,true
Queen Quiz: Very Hard (Part 2),,What was Roger Taylor's original university subject before biology?,,,,Graphic design,false
Queen Quiz: Very Hard (Part 2),,What was Roger Taylor's original university subject before biology?,,,,Architecture,false
Queen Quiz: Very Hard (Part 2),,What was the make of John Deacon's first bass guitar after his switch from guitar?,Band history,hard,4,Fender,false
Queen Quiz: Very Hard (Part 2),,What was the make of John Deacon's first bass guitar after his switch from guitar?,,,,Rickenbacker,false
Queen Quiz: Very Hard (Part 2),,What was the make of John Deacon's first bass guitar after his switch from guitar?,,,,Hofner,false
Queen Quiz: Very Hard (Part 2),,What was the make of John Deacon's first bass guitar after his switch from guitar?,,,,Eko,true
Queen Quiz: Very Hard (Part 2),,What wood was the Red Special's neck carved from?,Equipment,hard,4,Maple,false
Queen Quiz: Very Hard (Part 2),,What wood was the Red Special's neck carved from?,,,,Mahogany,true
Queen Quiz: Very Hard (Part 2),,What wood was the Red Special's neck carved from?,,,,Ash,false
Queen Quiz: Very Hard (Part 2),,What wood was the Red Special's neck carved from?,,,,Oak,false
Queen Quiz: Very Hard (Part 2),,How much did The Opposition initially earn for a performance at Enderby's Co-op Hall?,Origins,hard,4,£2,false
Queen Quiz: Very Hard (Part 2),,How much did The Opposition initially earn for a performance at Enderby's Co-op Hall?,,,,£12,false
Queen Quiz: Very Hard (Part 2),,How much did The Opposition initially earn for a performance at Enderby's Co-op Hall?,,,,£4,true
Queen Quiz: Very Hard (Part 2),,How much did The Opposition initially earn for a performance at Enderby's Co-op Hall?,,,,£40,false
Queen Quiz: Very Hard (Part 2),,Who was The Opposition's singer and lead guitarist when John Deacon joined?,Origins,hard,4,Nigel Bullen,false
Queen Quiz: Very Hard (Part 2),,Who was The Opposition's singer and lead guitarist when John Deacon joined?,,,,Richard Young,true
Queen Quiz: Very Hard (Part 2),,Who was The Opposition's singer and lead guitarist when John Deacon joined?,,,,Clive Castledine,false
Queen Quiz: Very Hard (Part 2),,Who was The Opposition's singer and lead guitarist when John Deacon joined?,,,,Tim Staffell,false
Queen Quiz: Very Hard (Part 2),,Which Leicester-area grammar school did John Deacon attend?,Origins,hard,4,Beauchamp Grammar School,true
Queen Quiz: Very Hard (Part 2),,Which Leicester-area grammar school did John Deacon attend?,,,,Hampton Grammar School,false
Queen Quiz: Very Hard (Part 2),,Which Leicester-area grammar school did John Deacon attend?,,,,Truro School,false
